FUND_ID,FUND_NAME,PARENT_COMPANY_ID,PARENT_COMPANY_NAME,FUND_CLASSIFICATION,REPORT_PERIOD,TOTAL_ASSETS,AVG_ANNUAL_MANAGEMENT_FEE,AVG_DEPOSIT_FEE,MONTHLY_YIELD,YEAR_TO_DATE_YIELD,YIELD_TRAILING_3_YRS,YIELD_TRAILING_5_YRS,AVG_ANNUAL_YIELD_TRAILING_3YRS,AVG_ANNUAL_YIELD_TRAILING_5YRS,STANDARD_DEVIATION,ALPHA,SHARPE_RATIO,LIQUID_ASSETS_PERCENT,STOCK_MARKET_EXPOSURE,FOREIGN_EXPOSURE,FOREIGN_CURRENCY_EXPOSURE,PARENT_COMPANY_LEGAL_ID,CURRENT_DATE
"6","כלל חברה לביטוח בע""מ אשראי ואג""ח עם מניות (עד 25% מניות)","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202603","1438.79","0.81","1.42","0.02","0.21","16.61","16.93","5.26","3.18","3.22","-0.72","0.05","64.9","60.01","415.6","198.27","520024647","2026-07-06T00:00:00"
"6","כלל חברה לביטוח בע""מ אשראי ואג""ח עם מניות (עד 25% מניות)","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202604","1419.84","0.81","1.42","0.17","0.38","15.97","16.22","5.06","3.05","3.22","-0.84","0.01","65.8","59.46","388.96","178.5","520024647","2026-07-06T00:00:00"
"6","כלל חברה לביטוח בע""מ אשראי ואג""ח עם מניות (עד 25% מניות)","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202605","1396.93","0.81","1.42","0.4","0.78","15.57","15.44","4.94","2.91","3.22","-0.96","-0.02","66.1","58.37","367.77","175.5","520024647","2026-07-06T00:00:00"
"7","כלל-כללי 2","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202401","1125.5","0.97","2.29","-0.14","-0.14","11.91","33.32","3.82","5.92","8.38","0.96","0.46","73.8","523.14","596.66","278.01","520024647","2026-07-06T00:00:00"
"7","כלל-כללי 2","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202402","1136.58","0.97","2.29","2.21","2.07","12.99","34.43","4.15","6.1","8.42","0.84","0.51","74.1","546.13","628.84","280.51","520024647","2026-07-06T00:00:00"
"7","כלל-כללי 2","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202403","1146.51","0.97","2.29","2.39","4.51","13.7","36.43","4.37","6.41","8.45","0.84","0.58","73.5","556.05","653.91","293.87","520024647","2026-07-06T00:00:00"
"7","כלל-כללי 2","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202404","1120.5","0.97","2.29","-1.48","2.96","10.29","31.86","3.32","5.69","8.45","0.84","0.47","73","527.89","629.93","274.49","520024647","2026-07-06T00:00:00"
"7","כלל-כללי 2","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202405","1112.31","0.97","2.29","1.11","4.1","9.48","35.69","3.07","6.29","8.42","1.08","0.52","72.5","551.77","661.35","279.23","520024647","2026-07-06T00:00:00"
"7","כלל-כללי 2","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202406","1107.71","0.97","2.29","0.69","4.82","10.02","33.47","3.23","5.94","8.38","1.08","0.5","73.6","685.81","709.75","285.88","520024647","2026-07-06T00:00:00"
"9","כלל חברה לביטוח בע""מ מניות","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202401","2415.88","0.82","1.32","-0.18","-0.18","12.43","44.86","3.98","7.69","15.52","-0.48","0.39","90.6","2303.92","1640.61","794.08","520024647","2026-07-06T00:00:00"
"9","כלל חברה לביטוח בע""מ מניות","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202402","2511.22","0.82","1.32","4.84","4.65","15.02","48.5","4.78","8.23","15.62","-0.72","0.47","90.6","2487.63","1732.26","811.4","520024647","2026-07-06T00:00:00"
"9","כלל חברה לביטוח בע""מ מניות","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202403","2580.28","0.82","1.32","3.91","8.74","17.18","53.05","5.43","8.88","15.69","-0.84","0.54","90.8","2530.52","1769.57","852.57","520024647","2026-07-06T00:00:00"
"9","כלל חברה לביטוח בע""מ מניות","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202404","2478.76","0.82","1.32","-3.04","5.44","10.4","43.35","3.35","7.47","15.73","-0.72","0.43","91.2","2388.75","1676.72","787.16","520024647","2026-07-06T00:00:00"
"9","כלל חברה לביטוח בע""מ מניות","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202405","2497.5","0.82","1.32","1.98","7.53","9.48","52.46","3.07","8.8","15.59","-0.36","0.49","91","2490.29","1725.91","805.97","520024647","2026-07-06T00:00:00"
"9","כלל חברה לביטוח בע""מ מניות","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202406","2507.29","0.82","1.32","1.17","8.78","10.43","47.54","3.36","8.09","15.48","-0.12","0.47","91","2491.07","1812.15","824.5","520024647","2026-07-06T00:00:00"
"9","כלל חברה לביטוח בע""מ מניות","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202407","2522.05","0.82","1.32","1.87","10.82","13.49","48.96","4.31","8.3","15.52","-0.72","0.5","91.3","2607.84","1839.71","751.08","520024647","2026-07-06T00:00:00"
"9","כלל חברה לביטוח בע""מ מניות","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202408","2544.87","0.82","1.32","1.85","12.87","12.23","54.87","3.92","9.14","15.45","","0.51","91.4","2645.02","1826.77","780.17","520024647","2026-07-06T00:00:00"
"9","כלל חברה לביטוח בע""מ מניות","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202409","2567.2","0.82","1.32","2.14","15.28","16.74","54.89","5.29","9.15","15.45","-0.72","0.57","91.1","2634.61","1848.21","830.02","520024647","2026-07-06T00:00:00"
"9","כלל חברה לביטוח בע""מ מניות","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202410","2560.26","0.82","1.32","0.63","16.01","11.75","51.31","3.77","8.64","15.42","-0.6","0.55","90.7","2545.28","1782.25","754.52","520024647","2026-07-06T00:00:00"
"9","כלל חברה לביטוח בע""מ מניות","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202411","2638.06","0.82","1.32","3.65","20.24","16.81","53.8","5.32","8.99","15.48","-0.48","0.61","90.6","2688.44","1895.78","781.43","520024647","2026-07-06T00:00:00"
"9","כלל חברה לביטוח בע""מ מניות","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202412","2649.32","0.82","1.32","0.52","20.87","13.52","51.38","4.32","8.65","15.45","-1.2","0.59","90.8","2689.68","1845.83","727.46","520024647","2026-07-06T00:00:00"
"9","כלל חברה לביטוח בע""מ מניות","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202501","2742.01","0.79","1.31","2.93","2.93","19.82","56.91","6.21","9.43","15.48","-0.6","0.65","90.8","2760.87","1887.22","758.8","520024647","2026-07-06T00:00:00"
"9","כלל חברה לביטוח בע""מ מניות","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202502","2747.1","0.79","1.31","-0.3","2.62","19.48","66.57","6.11","10.74","15.17","-1.2","0.68","91.2","2835.03","1894.97","736.64","520024647","2026-07-06T00:00:00"
"9","כלל חברה לביטוח בע""מ מניות","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202503","2641.21","0.79","1.31","-3.86","-1.34","13.15","94.86","4.2","14.27","12.75","-0.6","0.77","91.3","2645.83","1906.06","695.02","520024647","2026-07-06T00:00:00"
"9","כלל חברה לביטוח בע""מ מניות","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202504","2666.57","0.79","1.31","1.14","-0.22","18.29","81.06","5.76","12.61","12.26","-0.96","0.72","91.3","2567.48","1865.26","798.22","520024647","2026-07-06T00:00:00"
"9","כלל חברה לביטוח בע""מ מניות","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202505","2813.18","0.79","1.31","5.46","5.23","29.62","86.87","9.03","13.32","12.4","-0.96","0.83","90.6","2884.18","1979.16","766.22","520024647","2026-07-06T00:00:00"
"9","כלל חברה לביטוח בע""מ מניות","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202506","2997.34","0.79","1.31","6.26","11.82","46.43","97.66","13.56","14.6","12.61","-3","0.96","90.2","2925.22","1968.29","779.79","520024647","2026-07-06T00:00:00"
"9","כלל חברה לביטוח בע""מ מניות","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202507","3079.28","0.79","1.31","1.81","13.84","40.51","92.32","12","13.97","12.51","-2.88","0.96","90.2","3092.47","2033.61","838.91","520024647","2026-07-06T00:00:00"
"9","כלל חברה לביטוח בע""מ מניות","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202508","3141.42","0.79","1.31","1.26","15.28","43.4","85.04","12.77","13.1","12.37","-2.88","0.94","90","3167.22","2034.16","862.65","520024647","2026-07-06T00:00:00"
"9","כלל חברה לביטוח בע""מ מניות","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202509","3293.24","0.79","1.31","3.91","19.79","62.47","98.31","17.56","14.68","12.3","-3.24","1.06","90.4","3307.75","2150.18","868.38","520024647","2026-07-06T00:00:00"
"9","כלל חברה לביטוח בע""מ מניות","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202510","3406.1","0.79","1.31","2.74","23.07","59.6","103.44","16.86","15.26","12.3","-2.64","1.12","90.1","3334.92","2159.42","863.15","520024647","2026-07-06T00:00:00"
"9","כלל חברה לביטוח בע""מ מניות","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202511","3528.91","0.79","1.31","1.97","25.49","60.2","84","17.01","12.97","11.15","-2.52","1.1","90.1","3618.04","2333.77","867.93","520024647","2026-07-06T00:00:00"
"9","כלל חברה לביטוח בע""מ מניות","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202512","3638.61","0.79","1.31","2.18","28.23","70.92","78.2","19.56","12.25","10.98","-3","1.11","90.2","3693.15","2376.79","822.61","520024647","2026-07-06T00:00:00"
"9","כלל חברה לביטוח בע""מ מניות","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202601","3858.52","0.75","1.24","5.18","5.18","73.88","83.61","20.25","12.92","11.12","-2.88","1.21","90.1","3848.25","2522.94","899.06","520024647","2026-07-06T00:00:00"
"9","כלל חברה לביטוח בע""מ מניות","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202602","4010.23","0.75","1.24","1.99","7.27","83.07","82.73","22.33","12.81","11.12","-3.36","1.23","90.2","4005.69","2545.39","982.23","520024647","2026-07-06T00:00:00"
"9","כלל חברה לביטוח בע""מ מניות","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202603","3836.53","0.75","1.24","-4.91","2.01","73.54","70.37","20.17","11.24","11.43","-3.36","0.96","90.2","3921.74","2474.02","939.21","520024647","2026-07-06T00:00:00"
"9","כלל חברה לביטוח בע""מ מניות","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202604","4197.2","0.75","1.24","8.67","10.85","85","79.88","22.76","12.46","11.92","-3","1.11","89.6","4215.83","2547.36","1057.5","520024647","2026-07-06T00:00:00"
"9","כלל חברה לביטוח בע""מ מניות","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202605","4445.72","0.75","1.24","4.54","15.88","94.23","82.88","24.77","12.83","11.99","-1.68","1.18","89.8","4455","2664.6","1015.53","520024647","2026-07-06T00:00:00"
"28","כלל-שקלי","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202401","361.13","3.79","2.49","-0.07","-0.07","-2.64","5.08","-0.89","1","3.95","-0.24","-0.21","84.3","2.73","34.01","20.35","520024647","2026-07-06T00:00:00"
"28","כלל-שקלי","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202402","362.43","3.79","2.49","0.44","0.37","-1.04","5.01","-0.35","0.98","3.95","-0.24","-0.21","84.2","2.92","41.48","20.67","520024647","2026-07-06T00:00:00"
"28","כלל-שקלי","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202403","358.95","3.79","2.49","0.39","0.76","-0.88","4.79","-0.29","0.94","3.95","-0.12","-0.22","84.2","3.03","38.15","20.72","520024647","2026-07-06T00:00:00"
"28","כלל-שקלי","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202404","351.92","3.79","2.49","-1.07","-0.32","-2","3.58","-0.67","0.71","3.98","-0.12","-0.34","84.2","2.86","49.89","19.39","520024647","2026-07-06T00:00:00"
"28","כלל-שקלי","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202405","344.24","3.79","2.49","-0.5","-0.82","-2.47","2.56","-0.83","0.51","3.98","-0.24","-0.42","84.3","2.55","48.01","20.53","520024647","2026-07-06T00:00:00"
"28","כלל-שקלי","14","כלל חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202406","338.71","3.79","2.49","0.45","-0.37","-2.35","2.47","-0.79","0.49","3.98","-0.12","-0.42","84.2","2.49","42.09","20.13","520024647","2026-07-06T00:00:00"
"40","מנורה מבטחים ביטוח בע""מ שיקלי","18","מנורה מבטחים חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202401","0","","","","","","","","","","","","100","","","","520042540","2026-07-06T00:00:00"
"40","מנורה מבטחים ביטוח בע""מ שיקלי","18","מנורה מבטחים חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202402","0","","","","","","","","","","","","100","","","","520042540","2026-07-06T00:00:00"
"40","מנורה מבטחים ביטוח בע""מ שיקלי","18","מנורה מבטחים חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202403","0","","","","","","","","","","","","100","","","","520042540","2026-07-06T00:00:00"
"40","מנורה מבטחים ביטוח בע""מ שיקלי","18","מנורה מבטחים חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202404","0","","","","","","","","","","","","100","","","","520042540","2026-07-06T00:00:00"
"40","מנורה מבטחים ביטוח בע""מ שיקלי","18","מנורה מבטחים חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202405","0","","","","","","","","","","","","100","","","","520042540","2026-07-06T00:00:00"
"40","מנורה מבטחים ביטוח בע""מ שיקלי","18","מנורה מבטחים חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202406","0","","","","","","","","","","","","100","","","","520042540","2026-07-06T00:00:00"
"40","מנורה מבטחים ביטוח בע""מ שיקלי","18","מנורה מבטחים חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202408","0","","","","","","","","","","","","100","","","","520042540","2026-07-06T00:00:00"
"40","מנורה מבטחים ביטוח בע""מ שיקלי","18","מנורה מבטחים חברה לביטוח בע""מ","פוליסות שהונפקו החל משנת 2004","202411","0","","","","","","","","","","","","100","","","","520042540","2026-07-06T00:00:00"
